#sGroupID	sQuestion	sBtnName1	iCorrectButton	sBtnName2	iCorrectButton	sBtnName3	iCorrectButton	sBtnName4	iCorrectButton
1200002	三人半月诚难解，百岁稚年最不通。浊世无心说赤子，未老白头若敢逢？上述诗词是描述哪一位武林先贤？	周伯通	1	韦小宝	0	石破天	0	傅红雪	0
1200002	廿年相伴影无痕，我悦均兮君不闻。相看何须尽解语，爱花最是惜花人。上述诗词是描述哪一位武林先贤？	胡逸之	1	胡斐	0	段誉	0	李寻欢	0
1200002	紫电冰心常可羡，青灯草莽怎相容。金笛一弄潇湘曲，铁马又惊楚汉风。上述诗词是描述哪一位武林先贤？	余鱼同	1	慕容复	0	郭靖	0	杨康	0
1200002	多有不平见处生，宝刀凛气论纵横。我今记取石前血，斩尽世间恨不能。上述诗词是描述哪一位武林先贤？	胡斐	1	谢逊	0	狄云	0	慕容复	0
1200002	遭际计来何敢计，空心一梦剩长啼。怜君惟有山中水，不使红尘染羽衣。上述诗词是描述哪一位武林先贤？	狄云	1	水笙	0	郭靖	0	黄蓉	0
1200002	英雄骑射不须夸，大漠茫茫尽可家。为报金盔盛斗饮，黑袍飞影没黄沙。上述诗词是描述哪一位武林先贤？	哲别	1	郭靖	0	托雷	0	霍青桐	0
1200002	越女相逢恰故秋，青耶溪畔照清流。卿心似水堪谁捧，月满五湖好泛舟。上述诗词是描述哪一位武林先贤？	范蠡	1	郭靖	0	张无忌	0	林平之	0
1200002	血仇未解千人痛，意气何知万事空。一立仰天当一吼，空明何处说屠龙。上述诗词是描述哪一位武林先贤？	谢逊	1	张无忌	0	向问天	0	范遥	0
1200002	负气何妨且笑天，相依瘦马不挥鞭。多情还似无情苦，肠断魂萦十六年。上述诗词是描述哪一位武林先贤？	杨过	1	杨康	0	郭靖	0	令狐冲	0
1200002	人生不尽是风波，何使凄凄似此多。我有深仇卿休怨，当时恨唱采茶歌。上述诗词是描述哪一位武林先贤？	林平之	1	萧峰	0	令狐冲	0	张无忌	0
1200002	玉女暮云托旧事，紫霞晓梦负叮咛。权谋三尺空怜剑，君子一词不是名。上述诗词是描述哪一位武林先贤？	岳不群	1	任我行	0	左冷禅	0	莫大	0
1200002	文华清雅态多娇，婷婷春禾雪中摇。素馨香里忆往事，冰峰山下日暮薄。上述诗词是描述哪一位武林先贤？	苗若兰	1	周芷若	0	王语嫣	0	袁紫衣	0
1200002	于多情处最无情，荣辱轻余生死轻。寂寞春归空观冷，清风独扫乱花平。上述诗词是描述哪一位武林先贤？	刀白凤	1	秦红棉	0	木婉清	0	钟灵	0
1200002	平生至乐在何处，平生至爱是何人？一醉千杯君莫问，怜取姑射山中人。上述诗词是描述哪一位武林先贤？	银川公主	1	木婉清	0	钟灵	0	王语嫣	0
1200002	红花会当家陈家洛曾引：《以火佐攻者明，以水佐攻者强。》请问出自哪一部经典中？	孙子兵法	1	易经	0	武穆遗书	0	论语	0
1200002	《卷甲而趋，日夜不处，倍道兼行，百里而争利，则擒三将军。劲者先，疲者后，其法十一而至。》出自孙子兵法的	军争篇	1	火攻篇	0	地形篇	0	谋攻篇	0
1200002	关于全真七子之叙述，何项错误？	孙不二曾为郝大通之妻	1	为王重阳门下七徒	0	丘处机道号长春子	0	丘处机威名最盛	0
1200002	武林名菜《好逑汤》中没有哪一项食材？	梅子	1	樱桃	0	荷叶	0	笋尖	0
1200002	「易筋经」因何人阐述，方使其上之武学秘籍尽数被领悟？	李靖	1	卫青	0	黄裳	0	达摩	0
1200002	大理国以段氏一阳指扬名武林。一阳指可以克制哪一套功夫？	蛤蟆功	1	九阴真经	0	吸星大法	0	混元功	0
1200002	「天下武功，以练气为正。」为何本秘籍的开头文字？	紫霞神功	1	独孤九剑	0	葵花宝典	0	辟邪剑谱	0
1200002	「欲练神功，引刀自宫。」为何本秘籍的开头文字？	辟邪剑谱	1	独孤九剑	0	六脉神剑	0	袈裟伏魔功	0
1200002	藏在倚天剑中的秘籍为：	九阴真经	1	九阳神功	0	易筋经	0	四十二章经	0
1200002	成吉思汗的哪位儿子与郭靖结义为安答？	托雷	1	察合台	0	朮赤	0	窝阔台	0
1200002	古墓派有哪两件厉害的独门暗器？	玉蜂针、冰魄银针	1	玉蜂针、芙蓉金针	0	蚊须针、冰魄银针	0	绣花针、黑血神针	0
1200002	武当派的独门轻功为：	梯云纵	1	凌波微步	0	金雁功	0	神行百变	0
1200002	华山派位于何处？	陕西	1	湖北	0	河南	0	江苏	0
1200002	长虹镖局总镖头的名字是？	关长虹	1	关伟	0	关鑫	0	罗志祥	0
1200002	八卦门掌门是谁？	商鹤鸣	1	西门玄	0	关长虹	0	江天雄	0
1200002	天龙教以天龙八部众为其护法命名，下列何者并非天龙八部众？	二郎神	1	夜叉	0	摩乎罗迦	0	龙王	0
1200002	天龙教中的夜叉以甚么功法闻名？	冰火玄功	1	冰火九重天	0	夜叉神功	0	九阴真经	0
1200002	天龙教中的摩乎罗迦擅长使毒，其中最擅长操纵甚么毒物？	毒蛇	1	毒蝎	0	青蛙	0	蜈蚣	0
1200002	武林之中最神秘的杀手组织天意城，其中有几名厉害杀手，下列何者并非天意城杀手？	尸	1	毒	0	浪	0	狂	0
1200002	武林中有几名以毒闻名的高手，下列何者不是？	沈湘芸	1	玄冥子	0	摩乎罗迦	0	蓝婷	0
1200002	武林奇药三顺散不包含甚么功效？	提升硬功	1	解除负向状态	0	恢复气血	0	恢复内力	0
1200002	武林奇药白虎散拥有甚么奇效？	解除负向状态一个	1	解除负向状态二个	0	恢复气血	0	恢复内力	0
1200002	武林奇药千锤百炼丹拥有甚么奇效？	永久提高防御力	1	永久提高攻击力	0	恢复气血	0	恢复内力	0
1200002	逍遥剑法宜搭配甚么基本功修练？	轻功	1	眼功	0	软功	0	硬功	0
1200002	逍遥拳法宜搭配甚么基本功修练？	软功	1	眼功	0	耳功	0	硬功	0
1200002	逍遥刀法宜搭配甚么基本功修练？	硬功	1	眼功	0	软功	0	轻功	0
1200002	谷月轩的江湖称号为何？	逍遥拳不平	1	逍遥大侠	0	逍遥之风	0	月轩之华	0
1200002	逍遥谷荆棘最擅用的兵器为？	太乙刀剑	1	雪饮刀剑	0	落日刀剑	0	八卦刀剑	0
1200002	下列何者不属于武当剑法？	剑生两仪	1	圆转太虚	0	太极化清	0	似有若无	0
1200002	逍遥谷荆棘以甚么武功套路闻名江湖？	刀剑十杀	1	刀剑归真	0	刀狂剑痴	0	刀风剑雨	0
1200002	武当派古实以甚么武功套路闻名江湖？	太极拳	1	四象拳	0	梯云纵	0	乾坤挪移	0
1200002	武当派方云华以甚么武功套路闻名江湖？	太极剑法	1	清风剑法	0	两仪剑法	0	绕指柔剑	0
1200002	天山派何秋娟以甚么武功套路闻名江湖？	天羽奇剑	1	飘雪穿云掌	0	两仪剑法	0	美女拳	0
1200002	「刀中之虎」王虎之千金王蓉，从厨艺刀中领悟的刀法为：	庖丁解牛刀	1	食神刀法	0	猛虎刀法	0	代俎越庖	0
1200002	逍遥谷谷月轩以甚么武功套路闻名江湖？	水浒英雄掌	1	逍遥拳法	0	日月神功	0	天山六阳掌	0
1200002	五岳四龙不包括下面中的谁？	吴治桦	1	贾云长	0	赛飞鸿	0	雷震天	0
1200002	苗疆毒龙教近年失传了一本毒功秘籍，教主蓝婷时常来往中原寻找秘籍下落。那本秘籍是？	五毒宝典	1	金蛇宝典	0	苗疆蛊术	0	凤凰毒经	0
1200002	人称盗墓燕的怪盗史燕，最擅长用甚么兵器？	匕首	1	环	0	双刺	0	白打	0
1200002	河洛大侠江天雄以甚么武功闻名江湖？	天罡拳	1	地煞拳	0	四身拳	0	太阳拳	0
1200002	天剑门以甚么武功闻名江湖？	狂风快剑	1	夺命三仙剑	0	养吾剑法	0	两仪剑法	0
1200002	绝刀门以甚么武功闻名江湖？	阴阳极刀	1	血杀刀	0	五虎断门刀	0	绝刀刀法	0
1200002	下列何者不是「醉拳」套路中的招式？	八仙过海醉奔腾	1	醉酒拨臂连环踢	0	醉酒提壶力千钧	0	弹腰献酒醉当步	0
1200002	下列何者不是天龙教护法夜叉的武功招式？	寒冰烈火掌	1	血夜隐	0	夜叉探海	0	业火红莲	0
1200002	下列何者不是唐门武功？	霹雳雷火弹	1	暴雨梨花针	0	飞星掷	0	夺魂陷	0
1200002	下列何者不是丐帮武功？	混元掌	1	打狗棒法	0	降龙十八掌	0	沿街行乞拳	0
1200002	阴山黑风寨由一群行径乖张的强盗组成，他们的领头人是？	黑白无常	1	牛头马面	0	龙兄虎弟	0	牛鬼蛇神	0
1200002	武林奇人风吹雪擅使东瀛刀法，请问他的流派是？	心合意气流	1	二刀流	0	中条一刀流	0	居合道	0
1200002	忘忧谷住着七位隐世贤人，不包括下列何者？	花翁	1	醉仙	0	神医	0	橘叟	0
1200002	在江湖百晓生徐子易的武林通鉴之中，武功排名第一的人是？	龙王	1	天王	0	剑圣	0	柯降龙	0
1200002	在江湖百晓生徐子易的武林通鉴之中，武功排名第三百六十七的人是？	我哪知道	1	赛飞鸿	0	西门峰	0	雷震天	0
1200002	据说武林中有两本奇书，分别是「金庸无双壹」与「金庸无双贰」，请问这两本奇书的作者是？	亚古	1	徐子易	0	徐子骐	0	小虾米	0
1200002	吐蕃国师利空法王以刚猛威武的内功名扬江湖，他的功法是？	龙象般若功	1	血海魔功	0	青海无上神功	0	密宗真言功	0
1200002	大理段氏是武林世家，同时也是大理皇族。下列何人不是大理先皇段誉的嫔妃？	王语嫣	1	木婉清	0	钟灵	0	晓蕾	0
1200002	传说中的英雄小虾米，最早招募到的同伴是谁？	段誉	1	任我行	0	郭靖	0	杨过	0
1200002	传说英雄小虾米有四位至交，下列何者不在其中？	软件娃娃	1	林厨子	0	南贤	0	北丑	0
1200002	创立霹雳堂的第一任堂主是谁？	孔八拉	1	舞秋风	0	秦斯龙	0	秦红殇	0
1200002	海鲨帮主熊天霸有位拜把兄弟是谁？	史义	1	史刚	0	史燕	0	史火龙	0
1200002	天龙教四凶徒之一，江湖四恶的「南猖」是？	吃	1	喝	0	嫖	0	赌	0
1200002	天龙教四凶徒之一，江湖四恶的「北盗」是？	喝	1	吃	0	嫖	0	赌	0
1200002	天龙教四凶徒之一，江湖四恶的「东淫」是？	嫖	1	吃	0	喝	0	赌	0
1200002	天龙教四凶徒之一，江湖四恶的「西贱」是？	赌	1	吃	0	喝	0	嫖	0
1200002	下列哪个武器不是出自铸剑山庄之手？	太乙刀剑	1	佛剑魔刀	0	幽冥宝剑	0	雌雄龙虎剑	0
1200002	少林三神僧不包括？	无嗔	1	无因	0	无慧	0	无色	0
1200002	武当三圣不包括？	温人彦	1	卓人清	0	庄人骏	0	古叶	0
1200002	下列何者不是属于天山派的人？	黄娟	1	何秋娟	0	萧潇	0	何未峰	0
1200002	徐子易评比的「江湖三绝艳」不包括谁？	任清璇	1	夜叉	0	干达婆	0	萧潇	0
1200002	忘忧七贤中的丹青最擅长甚么武功？	天龙八部功	1	泼墨披麻剑	0	舞墨剑法	0	丹青功	0
1200002	忘忧七贤中的醉仙最擅长甚么武功？	醉拳	1	醉棍	0	醉刀	0	天津甘栗拳	0
1200003	菩提本无树	明镜亦非台	1	何处惹尘埃	0	心如明镜台	0	勿使惹尘埃	0
1200003	是故空中无色	无眼耳鼻舌身意	1	无色声香味触法	0	无无明亦无无明尽	0	无苦寂灭道	0
1200003	三宝佛不包括哪一尊佛？	弥勒佛	1	释迦牟尼佛	0	药师佛	0	阿弥陀佛	0
1200003	骑青狮的菩萨是哪一尊？	大智文殊菩萨	1	大行普贤菩萨	0	大愿地藏王菩萨	0	观世音菩萨	0
1200003	观世音菩萨的《十六身》不包括下列何者？	龙身	1	鬼神身	0	帝释身	0	佛身	0
1200003	觉悟宇宙人身真理者，称之为	佛	1	菩萨	0	神仙	0	圣人	0
1200003	下列何者并非佛教的护法神祇？	二郎神	1	天龙八部	0	哼哈二将	0	四大天王	0
1200003	下列何者并非佛教经典？	道德经	1	法华经	0	金刚经	0	四十二章经	0
1200003	西游记中的猪八戒被封为哪一尊神祇？	净坛使者	1	斗战胜佛	0	金身罗汉	0	善财童子	0
1200003	传闻中释迦摩尼佛出生的第一句话为	天上天下唯我独尊	1	杀生为护生，斩业非斩人	0	负业诸尘贤劫渡	0	色不异空，无受想行识	0
