#iID	iAbilityType	sAbilityID	sBookTip	sBookImage	sLink
10589	6	刀剑归真	制作需求：打铁一百，铁刀剑一把，钛金属10份。<br>攻击：一百五十<br>状态：刀剑归真<br>暴击时获得[5E0B08]狂暴[-]，反击时获得[5E0B08]霸体[-]	i00710	3,5
10590	6	穷奇	制作需求：打铁一百，皮甲一件，钛金属10份。<br>防御：三百六十<br>状态：神行、流血	i00387	3,5
10591	6	梧桐	制作需求：打铁一百，藤甲一件，钛金属10份。<br>防御：二百八十<br>梧桐：卸劲30%；气血50%以下，卸劲效果加倍，攻击时吸收内力20%	i00388	3,5
10592	6	伏羲	制作需求：打铁一百，合甲一件，钛金属10份。<br>防御：二百<br>伏羲：命中提高100%，命中灵气50%；闪避时净化	i00389	3,5
10593	6	忠略	制作需求：打铁一百，铁甲一件，钛金属10份。<br>防御：二百四十<br>忠略：攻击灵气250点；爆击时，攻击提高20%，攻击灵气40%	i00390	3,5
10594	6	六合	制作需求：打铁一百，锁子甲一件，钛金属10份。<br>防御：三百<br>六合：防御灵气350点；反击时，获得左右护博效果	i00391	3,5
10595	6	缀玉	制作需求：打铁一百，金丝手套一双，钛金属10份。<br>攻击：九十  防御：200<br>状态：缀玉<br>目盲，周围一格内友方防御提升二百点	i00401	3,5
10596	6	饕餮	制作需求：打铁一百，猬甲手套一双，钛金属10份。<br>攻击：一百<br>状态：流血、恐惧	i00403	3,5
10597	6	貔貅	制作需求：打铁一百，皮手套一双，钛金属10份。<br>攻击：六十<br>状态：噬气、吸星	i00404	3,5
10598	6	曜武	制作需求：打铁一百，拳套一双，钛金属10份。<br>攻击：八十<br>暴击：15%	i00405	3,5
10601	7	鉴定	[5E0B08]鉴定[-]技能不够高，可能会误把珍惜的古玩低价典当给当铺，多购买和鉴赏古玩，你的鉴定技能就会提高。洛阳当铺里有很多破旧木箱在低阶出售，买来练习鉴定再好不过。	i10027	3,6
10602	7	真古玉	[5E0B08]真古玉[-]真正年代久远的玉器，质地细腻、色泽温润、刀法刻工和纹饰古朴自然。	i10028	3,6
10603	7	宝箱	[5E0B08]宝箱[-]一共分了三种，分别是没锁木箱、上锁铁箱、机关宝箱，机关宝箱除了要钥匙，还需要打开机关才能开启宝箱。	i10029	3,6
10801	8	鲤鱼焙面	产自洛阳的地道鲤鱼，配上入味的焙面，香嫩可口。	i10095	3,8
10802	8	小白豆浆	现磨香醇豆浆。	i10096	3,8
10803	8	洛阳燕菜	又名伪燕菜，金枝玉叶。划萝卜为牡丹，佐以山珍海味烹调成羹，味道香美爽口。	i10098	3,8
10804	8	阎家羊肉汤	调料配置适当，汤味鲜美，闻名豫西城乡。	i10099	3,8
10805	8	酒煎黄河鲤鱼	洛阳名菜，必须用杜康酒烹煮新鲜的黄河鲤鱼，严格控制火侯才可完成。	i10493	3,8
10806	8	道口烧鸡	型是一绝，其形酷似元宝。色是一绝，配着蜂蜜一起油炸上色。味是一绝，配上八味佐料在精绝控制的火候下久熬出浓汤。软烂是一绝，轻轻一甩便骨肉分离。这四绝就是这菜的关键。	i10097	3,8
10807	8	西湖醋鱼	有诗云：『何必归寻张翰鲈，鱼美风味说西湖，亏君有此调和手，识得当年宋嫂无。』此菜为名厨宋嫂所研发，以吐净泥沙的西湖草鱼，用三四分火侯烫烤，抹上糖醋而成。外酥内透，清新酸甜。	i10494	3,8
10808	8	龙井虾仁	相传杭州厨师受苏东坡词『且将新火试新茶，诗酒趁年华。』的启发，将清明节前采下的龙井新茶的嫩叶与清河虾仁一起烹调，而制成此具新茶清香与虾仁甘美的菜肴。	i10495	3,8
10809	8	叫化子鸡	此菜做法为先将鸡内脏全去，辅以绍兴酒、小葱、生姜姜等配料，再加上猪油、香荷叶分层包起、捆紧了，再整个用黄泥涂之，最后按事先准备好的黄泥烘烤。	i10496	3,8
10810	8	东坡肉	东坡肉相传为北宋词人苏东坡所创制，最早发源地是四川眉山。用皮薄肉嫩的上选五花猪肉，在密封的砂锅中，加入精酿的绍兴黄酒，以小火焖烧而成。要诀是慢着火，少着水，火候足时它自美，特别好吃	i10497	3,8
10811	8	开水白菜	以鸡汤熬煮新鲜的白菜心，鸡汤乃以慢火熬煮数时辰之浓郁汤头。料理看来极为朴素，尝起来却无比鲜美爽口，鸡汤的精华，全汇集在爽脆的嫩菜心之中了。	i10498	3,8
10812	8	夫妻肺片	以牛杂、猪杂切成薄片，用酱油、红油、辣椒、花椒等佐料卤煮或凉拌做成的料理。吃来麻辣鲜香，非常下饭。	i10499	3,8
10813	8	芙蓉麻婆豆腐	芙蓉坊招牌名菜。于辛、香、烫、麻、辣五诀之外，又加入鸡蛋增添柔顺的风味。	i10075	3,8
10814	8	蜜汁火腿	将金华火腿用温水洗净，放于锅中沸水以小火熬煮去掉重咸味。	i10524	3,8
10815	8	三丝敲鱼	炒锅中放入清汤，放进鱼片，菜心，精盐，料酒，烧开后加入香菇丝，熟鸡脯丝，熟火腿丝，淋上熟鸡油即可。	i10525	3,8
10816	8	担担面	成都美食；其面条细滑，主要佐料有红辣椒油、芝麻酱、肉末、川冬菜、芽菜、花椒面、红酱油、蒜末、碗豆尖、葱花等，口味油香麻辣，相当适口。	i00099	3,8
10817	8	冬虫夏草猪肝粥	成都美食；其汤使用珍贵药膳熬上四个时辰，配上猪肝加以调味，最后在配上粥，入口即化，拥有活络气血、养目提神的功效。	i00099	3,8
10901	9	音乐	[5E0B08]音乐[-]既能抚慰人的心灵，亦可影响人的情绪，一个好的琴师甚至可通过琴声影响别的生物。如能借助名谱勤练，琴艺可得到提升。	i10030	4,0
10902	9	无忧无虑	悲欢离合曲里的一部分，[5E0B08]无拘无束[-]一曲乐律容易，在普通的曲子里透露出安谧平静，无拘无束的意境，演奏此曲可在交战中[5E0B08]持续回复内力给周围的盟友[-]。	i10307	4,0
10903	9	飞燕凌波	风花雪月曲中的一部分，[5E0B08]飞燕凌波[-]一曲描述燕子点水时曼妙轻盈的形态。战斗中祭出此曲可[5E0B08]提高附近盟友的闪避几率、移动距离和行动等级[-]。	i10308	4,0
10904	9	破虏令	[5E0B08]破虏令[-]此曲一出，宛如十万大军亲临战场。战斗中提升我方全体攻击力。	i10032	4,0
10905	9	寒梅映雪	此曲出于风花雪月曲，[5E0B08]寒梅映雪[-]写出了梅花在大雪纷飞之中显出的超脱世俗的纯洁之美，而且突显了其顽强的生命力，延绵不绝的坚定。在战斗之中弹奏此曲可[5E0B08]增强附近盟友的暴击率[-]。	i10308	4,0
10906	9	菩提清心	悲欢离合曲中的一部分，[5E0B08]菩提清心[-]乃隐世高僧在菩提树下修禅所著，曲调洁白幽远，能令人忘记凡尘。战斗中弹奏此曲可[5E0B08]消除附近盟友身上的负面DEBUFF[-]，还可[5E0B08]提高附近盟友的防御力[-]，并[5E0B08]使盟友在遭到伤害时给予对方反伤效果[-]。	i10307	4,0
10907	9	空山鸣涧	风花雪月曲中的一部分，[5E0B08]空山鸣涧[-]相传此乃古代隐士们冥想时，与大自然融为一体，此曲时而激情澎湃，时而郁郁寡欢。战斗中奏响此曲可[5E0B08]持续恢复附近盟友的气血和内力	i10308	4,0
10908	9	广陵散	传说魏晋名士嵇康临刑前曾以七弦古琴弹奏此曲，内容描述聂政刺韩王的故事，曲风慷慨激昂，战斗中弹奏此曲可[5E0B08]提升附近盟友的攻击力和暴击率[-]。	i10032	4,0
10909	9	百鸟朝凤	[5E0B08]百鸟朝凤[-]以热闹欢快的曲调，描摹了百鸟和鸣之声，歌颂的是大自然的美景，充分发挥了唢呐擅模仿的特长。	i10305	4,0
10910	9	高山流水	春秋战国时，晋人伯牙曾以凤凰琴弹奏此曲，钟子期闻后赞道：「巍巍乎若高山，荡荡乎若流水。」两人得遇知音，传为佳话。战斗中弹奏此曲可[5E0B08]提升附近盟友的防御力[-]，并可[5E0B08]持续回复盟友的内力[-]。	i10306	4,0
10911	9	胡笳十八拍	[5E0B08]胡笳十八拍[-]此曲出自蔡琰之手，胡音与汉声的完美结合略凄美。若在战斗中弹奏，一回合可攻击两次。	i10307	4,0
10912	9	梅花三弄	[5E0B08]梅花三弄[-]此乐谱曲借物抒怀，来歌颂具有高尚节操的人。颇有神奇之效。	i10308	4,0
10913	9	昭君出塞	四大美人曲中的一段，[5E0B08]昭君出塞[-]描写王昭君自愿代表汉朝与匈奴和亲的决心，替汉朝和匈奴间带来了数十年的和平。战斗中弹奏此曲可[5E0B08]提升周围盟友的攻击力[-]。	i10304	4,0
10914	9	西施捧心	四大美人曲中的一段，[5E0B08]西施捧心[-]描写西施捧心蹙眉之态，反令人觉得更加娇美。[5E0B08]战斗中弹奏此曲可降低周遭敌人的防御力[-]。	i10304	4,0
10915	9	貂蝉拜月	四大美人曲中的一段，[5E0B08]貂蝉拜月[-]描写貂蝉见主人王允因董卓乱政而愁眉不展，于月下祝祷，愿替主人分忧解愁。于战斗中弹奏此曲，可[5E0B08]提升周围盟友的反击率，并可使盟友将所造成的一部分伤害转化为内力恢复[-]。	i10304	4,0
10916	9	傲笑红尘	悲欢离合曲中的一段，[5E0B08]傲笑红尘[-]曲风豪放不羁，弦指轮转间透露出一股睥睨天下的气势。战斗中弹奏此曲可[5E0B08]降低周遭敌人的攻击力[-]。	i10307	4,0
10917	9	蔡氏五弄	为东汉蔡邕所作的五首组曲，分别为[5E0B08]游春[-]、[5E0B08]渌水[-]、[5E0B08]幽居[-]、[5E0B08]坐愁[-]、[5E0B08]秋思[-]，分别描写了蔡邕隐居青溪山中五个方位的景致。战斗中弹奏此曲可[5E0B08]恢复周围盟友的气血、内力，同时提升暴击、反击和闪避率[-]。	i10303	4,0
10918	9	凤求凰	汉朝赋圣司马相如曾以爱琴绿绮弹奏此曲追求卓文君，[5E0B08]凤求凰[-]曲风热烈奔放，情意缠绵，战斗中弹奏此曲可[5E0B08]提升周围盟友的闪避率、移动距离和行动等级[-]。	i10305	4,0
11001	10	象棋十诀	象棋十诀，一切勿贪胜，二入界宜缓，三攻敌顾己，四弃子争先，五舍小就大，六逢危须弃，七甚勿欲速，八动须相应，九彼强自保，十已弱虑和。	i10034	4,1
11002	10	橘中秘	[5E0B08]橘中秘[-]为明代朱晋桢所著,共分为四卷,前两卷是橘中秘全局谱,后两卷为残局棋谱。	i00261	4,1
11003	10	事林广纪	[5E0B08]事林广纪[-]宋人陈元靓所著，再现了汉人生活的精致美妙风采，更是收录了古今各类残局及解法。	i00262	4,1
11004	10	洪武谱	[5E0B08]洪武谱[-]据传为明太祖朱元璋出家为僧时，在梦中与仙人相遇对弈所留的残局。	i00263	4,1
11005	10	适情雅趣	[5E0B08]适情雅趣[-] 明代金陵人士徐芝选编， 全书十卷，据传该谱为内容局例最多、规模最可观完整的象棋古谱。	i00264	4,1
11101	11	毒术	高阶毒系功法，大成者屈指可数，修炼需以身犯险，以毒素泡之，经全身脉络，活者，即入毒功。	i10035	4,2
11201	12	医术	欲练医术者，得先学会人体穴道位置，还得熟悉药采及炼丹。	i10036	4,3
11202	12	穴道	人的身体有很多处穴位，人体经络线上特殊的点区部位。针灸刺穴不但能提高抗病能力和镇静、镇痛等作用，还有调节全身五脏及气血功用，更有活经疏穴及强身健体之效。	i10257	4,3
11203	12	肩井穴	刺激这[5E0B08]肩井穴[-]，对肩背痹痛和瘰疬有很好的疗效。	i10251	4,3
11204	12	膻中穴	刺激[5E0B08]膻中穴[-]，能缓解咳嗽症状、胸闷胸痛及肋间神经痛。	i10252	4,3
11205	12	大横穴	刺激[5E0B08]大横穴[-]，能治虚寒洞泄，通调肠胃。	i10253	4,3
11206	12	中脘穴	刺激[5E0B08]中脘穴[-]，能治疗胃炎、胃痛等病症。	i10254	4,3
11207	12	曲泽穴	刺激[5E0B08]曲泽穴[-]，能治疗手抖及手指关节疼痛。	i10255	4,3
11208	12	印堂	刺激[5E0B08]印堂[-]，可治打鼾。	i10256	4,3
11301	13	绘画	如果你对一幅画细细观察，很有可能体悟出画中的含意，或许还能从中领悟到武学之道。	i10037	4,4
11302	13	临流独坐图	[5E0B08]临流独坐图[-]成画于北宋乃范宽作品，展现了重峦叠嶂的山野之景，老屋旁有一抚琴老叟，人与山川的鲜明对比，也是那个朝代自然观的体现。	i10351	4,4
11303	13	早春图	[5E0B08]早春图[-]为宫廷画家郭熙所作，此画将冬去春来，大地复苏的情境表现的极为传神。	i10352	4,4
11304	13	双喜图	[5E0B08]双喜图[-]此画由北宋画家崔白所作，此画工写结合，传神达意，妙哉。	i10353	4,4
11305	13	墨竹	[5E0B08]墨竹[-]为石室先生文同所作，画中竹干像弓，弹性十足﹔竹叶则如剑，蓄势待发，展现了强劲的笔力。	i10354	4,4
11306	13	雪滩双鹭	[5E0B08]雪滩双鹭[-]是南宋画家马远创作的一幅绢本浅设色画卷，画面描绘带有积雪的树枝山石和双鹭。	i10355	4,4
11307	13	四梅图卷	[5E0B08]四梅图卷[-]扬无咎作品成画于宋代，分别描写了代表：未开，欲开，盛开，将残等四种生长型态的梅花。	i10356	4,4
11308	13	溪山行旅图	[5E0B08]溪山行旅图[-]，是北宋范宽创作的一幅绢本墨笔画。巍峨高耸的山体，高山仰止，壮气夺人。	i10357	4,4
11309	13	庐山高	明代沈周所画[5E0B08]庐山高图[-]，表现南方山水秀美，先以淡墨层层皴染,再施以浓墨逐层醒破，云光山色，突显大家风范。	i10358	4,4
11310	13	泼墨仙人	宋代名家梁楷水墨人物画[5E0B08]泼墨仙人[-]，画面上的形象是一位袒胸露怀的“仙人”，宽衣大肚，步履蹒跚，憨态可掬。	i10359	4,4
11311	13	鹊华秋色	赵孟俯为从未回过故乡的好友周密所作，画出了[5E0B08]鹊华秋色[-]这幅画。描绘华不注山和鹊山一带秋景，画境清旷恬淡，表现出恬静而悠闲的田园风味。	i10360	4,4
11312	13	秋葵图页	[5E0B08]秋葵页[-]可堪称是南宋院体画的精品，更是南宋写生画的绝妙之作。画作者是谁无从得知。	i10038	4,4
11313	13	花蓝图页	[5E0B08]花蓝图页[-]是宋朝李嵩的作品。李嵩的人物、山水界画、花卉皆长。在图绘中的花叶反转向背，自然写实，采双钩填彩法，色泽典雅富丽，为典型南宋院体画风。	i10039	4,4
11314	13	芙蓉锦鸡图轴	[5E0B08]芙蓉锦鸡图轴[-]，为赵佶所绘。宋代的花鸟画无论在绘制技巧还是表现形式方面都已经达到高度的艺术水平，这便是其中的一幅精品。	i10040	4,4
11315	13	枇杷鸟图页	[5E0B08]枇杷鸟图页[-]为林椿所绘。作者将叶面被虫儿叮咬的残损痕迹亦勾描晕染得一丝不苟，充分反映了宋代花鸟画在写实方面所达到的艺术水平。	i10041	4,4
11316	13	赵佶瑞鹤图卷	[5E0B08]瑞鹤图卷[-]，这是赵佶的作品。晴空上有二十只丹顶鹤在上下飞舞，有两只立于殿脊的鸱吻上，一鹤稳立、另一鹤则立足未稳，众鹤呼应而生动。	i10042	4,4
11317	13	桂菊山禽图轴	[5E0B08]桂菊山禽图轴[-]为吕纪所绘。此图画法工整鲜丽，继承了黄家富贵的宫廷及院体花鸟传统。同时，工笔重彩的花鸟与粗笔水墨的树石相间，也反映了吕纪兼工带写的成熟花鸟画风格。	i10043	4,4
11318	13	行墓仪仗图	[5E0B08]行墓仪仗图[-]画的重点在于人的描绘，几个人之间相互照应的眼神和面部表情却显出了微妙变化，代表了隋代人物画的较高成就。	i10044	4,4
11319	13	庄园生活图卷	[5E0B08]庄园生活图卷[-]虽然笔法质朴单纯，具有一定的艺术表现力。	i10045	4,4
11320	13	唐人奕棋图	[5E0B08]唐人奕棋图[-]该画及描绘以贵族妇女对弈围棋为主题的生活场面。	i10046	4,4
11321	13	女仙图轴	[5E0B08]女仙图轴[-]画二女仙，面相端丽，衣纹粗简方折，而衣上花纹却极工细匀整，粗中有细，力求变化统一。	i10047	4,4
11322	13	李仙像轴	[5E0B08]李仙像轴[-]图中的李仙盘腿拄杖，坐于大石上。他披发浓须，袒胸赤足，蹙眉斜目。	i10048	4,4
11323	13	仙人像轴	[5E0B08]仙人像轴[-]，效马远之法，构勒出人物活动背景，那便是，以一枝松斜出和一角岩石与水岸构成相当密闭的空间。	i10049	4,4
11324	13	踏歌图卷	[5E0B08]踏歌图卷[-]，这是南宋画家马远所绘。这幅以南方风俗为题材的作品，描写的是阳春时节的一个欢乐的场面。	i10050	4,4
11325	13	太行晴雪图轴	[5E0B08]太行晴雪图轴[-]峰顶屋瓴留白以示雪意，益显山深幽僻。	i10051	4,4
11326	13	王蒙春山读书图轴	[5E0B08]春山读书图轴[-]为王蒙所绘。王蒙在画面题诗中说的「白云茅屋人家晓，流水桃华古洞春，数卷南华□忘却，万株松下一闲身」。是一种人与自然融为一体的境界，也表达了士大夫阶级寄情山林、把自然风光化作自己心境的理想。	i10052	4,4
11327	13	仙山楼阁图轴	[5E0B08]仙山楼阁图轴[-]是拟写蓬莱仙境，羣山雌峨，桃树满山，繁花盛开，仙翁十数人或迎客，或采药，或修练，远处楼台琼阁掩映雾霞间，山顶玉泉飞泻。画幅左上作者隶书题句。	i10053	4,4
11328	13	仇英桃源仙境图轴	[5E0B08]仇英桃源仙境图轴[-]为仇英桃所绘。描绘了文人理想中的隐居之乐。	i10054	4,4
11329	13	卫贤高士图轴	[5E0B08]卫贤高士图轴[-]卫贤所绘。人物及建筑物用笔工细、挺拔，很见功力。周围山石、杂树笔墨错纵、繁密，较为松秀。	i10055	4,4
11401	14	书法	书法之中文字形态，是书写者的意识想法与毛笔的尖，齐，圆，健四种属性相融合所呈现的，此乃书法艺术沿袭数千年，也是和绘画艺术一同发展的关键因素。	i10056	4,5
11402	14	兰亭序	[5E0B08]兰亭序[-]是王羲之47岁时的书作，记述的是羲之和友人雅士会聚兰亭盛游之事，其书从容娴和，气盛神凝。	i10401	4,5
11403	14	快雪时晴帖	[5E0B08]快雪时晴帖[-]是东晋书圣王羲之的代表行书之一。	i10402	4,5
11404	14	远宦帖	[5E0B08]远宦帖[-]王羲之所写，别称，省别帖，草书六行五十三字，偏锋侧锋甚明显，体势多有章草意味。	i10403	4,5
11405	14	伯远帖	[5E0B08]伯远帖[-]是东晋王珣之行书。形笔峭劲秀丽，自然流畅。	i10404	4,5
11406	14	祭侄文稿	[5E0B08]祭侄文稿[-]是追祭从侄颜季明的草稿。共二十三行，凡二百三十四字。通篇用笔之间情如潮涌，书法气势磅礴，纵笔豪放，一气呵成。	i10405	4,5
11407	14	自叙帖	唐朝怀素与张旭齐名，合称“颠张狂素”，传世书法作品[5E0B08]自叙帖[-]中笔法瘦劲，飞动自然，如骤雨旋风，随手万变。书法率意颠逸，千变万化，法度具备。	i10406	4,5
11408	14	寒食帖	苏轼的[5E0B08]寒食帖[-]起伏跌宕，气势奔放，呈现潇洒烂漫，为书法作品中的上乘。	i10407	4,5
11409	14	松风阁诗	[5E0B08]松风阁诗[-]此诗乃宋代黄庭坚的七言诗作，描写了其在湖北樊山游览，遇见松林深处有一间阁楼后的所见所感。	i10408	4,5
11410	14	蜀素帖	[5E0B08]蜀素帖[-]为宋书法家米芾创作，为行书绢本墨迹书法作品，帖上题有自作五七言八首诗，通篇墨色有浓有淡，精彩动人。	i10409	4,5
11411	14	九成宫醴泉铭	[5E0B08]九成宫醴泉铭[-]唐代欧阳询代表作品，端正规矩，峻峭中有秀润亭蓄意，被称为楷法极则。	i10410	4,5
11412	14	兰亭序摹本	[5E0B08]兰亭序摹本[-]著名的草书法帖之拓本，为王羲之所作。	i10411	4,5
11413	14	肚痛帖	[5E0B08]肚痛帖[-]张旭肚痛时写的，是狂放大胆书风的代表。	i10412	4,5
11414	14	倪宽传赞	[5E0B08]倪宽传赞[-]唐人褚遂良的书法作品，容夷婉畅,笔力遒劲,乃经典书帖之一。	i10413	4,5
11415	14	洛神赋	王献之以小楷写曹植的[5E0B08]洛神赋[-]，字体清秀。	i10414	4,5
11416	14	甲骨文	甲骨文是一种[5E0B08]象形符号[-]概念的文字，通常都是书写在龟壳上，因此称为甲骨文。最早是用来占问鬼神、祭祀用的。显然，把文字刻写到坚硬的甲骨远比写到竹简、缣帛或纸张上，要难得多。	i10501	4,5
11417	14	金文	商周时期，青铜器得到普遍地使用。一些青铜器上还铭刻有文字，这些文字被后人称为[5E0B08]金文[-]。由于铭刻有文字的青铜器的大多是钟和鼎，金文也称为[5E0B08]钟鼎文[-]。代表作品有[FF7700]毛公鼎、大盂鼎和散氏盘[-]。	i10502	4,5
11418	14	大篆	当时太史籀对金文加以改造和整理，作了《大篆》十五篇，因这种文体为籀所创，故世称[5E0B08]籀文[-]，狭义上人们把籀文称为[5E0B08]大篆[-]。	i10503	4,5
11419	14	小篆	[5E0B08]小篆[-]由大篆演化而来。春秋战国时期，秦、楚、齐、燕、赵、魏、韩七国，书不同文，写法各异。秦始皇统一中国后，这些繁杂的文字让其深感不便，便命下臣创造一种新体文字。	i10504	4,5
11420	14	隶书	汉朝最通行的字体是[5E0B08]隶书[-]，因而「汉隶」被认为是隶书的典范。一般认为，隶书的起源时间可以追溯至战国，到秦朝时已经大致成型。	i10505	4,5
11421	14	草书	汉章帝很喜欢草书，因而这时的草书也称为「[5E0B08]章草[-]」。东汉末年的张芝是第一位有名字的草书大家，他把早期的草书进一步简化为「[5E0B08]今草[-]」。	i10506	4,5
11422	14	行书	[5E0B08]行书[-]，或叫[5E0B08]行楷[-]，是汉字书法中的一种手写字体风格。相传是在东汉年间刘德升所创。唐朝张怀瓘《书断》对行书的来源有如此看法：「[5E0B08]行书即正书（楷书）小伪，务从简易，相间流行，故谓之行书。[-]」	i10507	4,5
11423	14	楷书	[5E0B08]楷书[-]，亦称[5E0B08]真书、正楷、楷体或正书[-]，是汉字书法中常见的一种手写字体风格。相传由东汉章帝时王次仲以汉隶作楷法，为隶书的变体，	i10508	4,5
11501	15	酒艺	酒既可以醒神解疲，恢复体力，而且还可以舒筋活络，壮人胆气。对习武之人来说，更是有着助攻的效果。例如醉拳这类招式一定要用酒才能发挥出最大的威力。	i10057	4,6
11502	15	杜康酒	天下名酒，古语有云慨当以慷，忧思难忘；何以解忧？惟有杜康。	i00118	4,6
11503	15	汾酒	山西汾阳杏花村所产的汾酒为世所珍，芳香扑鼻闻。此酒以甘泉佳酿著称。	i00119	4,6
11504	15	西凤酒	苏轼笔下的陕西美酒，曾为唐代国宴时的御用酒，有诗云“花开美酒曷不醉，来看南山冷翠微。”	i00120	4,6
11505	15	宝丰酒	莲花酒，酒性柔和，芳香宜人，风味独特，常饮可滋阴补肾产于宝丰。	i00121	4,6
11506	15	即墨老酒	酒液清亮透明，深棕红色，酒香浓郁，口味醇厚，微苦而余香不绝为黍稷所酿。	i00122	4,6
11507	15	绵竹酒	传统技艺精心酿制而成的浓香型白酒，具有典型独特的风格。	i00123	4,6
11508	15	泸州老窖	窖香浓郁、饮后尤香、清洌甘爽、回味悠长之浓香主料为高粱。	i00124	4,6
11509	15	五粮液	使用多谷物酿造而成美酒。	i00125	4,6
11510	15	茅台	产自贵州的酒，十分有名，纯净透亮，芳香四溢，持久留香，是白酒的一种。	i00126	4,6
11511	15	双沟大曲	江苏名酒，属白酒。	i00127	4,6
11512	15	花雕	女儿酒，酒坛绘以彩绘。	i00128	4,6
11513	15	江西麻姑酒	以优质红朱米和神泉水精心酿制，味美甘甜、酒性柔和、醇度适中而名。	i00129	4,6
11514	15	吴酒	历史著名黄酒。	i00130	4,6
11515	15	惠泉酒	优质糯米所酿之半甜黄酒，酒液晶莹光亮如琥珀。	i00131	4,6
11516	15	丹阳封缸酒	黄酒有琥珀色或者棕红色。酒味久醇香，浓烈甘甜，而有滋阴补阳。	i00132	4,6
11517	15	百草美酒	用上百种药草调至出来的好酒。	i00133	4,6
11518	15	六十年三锅头汾酒	这三锅头汾酒已封存了六十年。	i00134	4,6
11519	15	关外白酒	关外著名白酒。	i00135	4,6
11520	15	葡萄美酒	葡萄做出的美酒。	i00136	4,6
11521	15	梨花酒	这美酒是由杭州人家特制的。	i00137	4,6
11522	15	二十年竹叶青	以汾酒为底，加以十余种药材经二十年陈酿而成之美酒。	i00486	4,6
11523	15	一百年金古无双	百年老酒，滋味极其甘醇，传说由小虾米与他的好友们共同酿造。共分十四种层次的口感，饮者至少醉上七天。	i00221	4,6
11524	15	醉生梦死	醉仙所赠，酒之极品，传说喝了之后，可以叫你忘掉做过的任何事，忘掉人生的烦恼与痛苦。	i00221	4,6
11600	16	花卉	花卉需要适度的照顾才能成长茁壮。当花卉土壤干裂时，需要浇水；当花卉没精神时，需唱歌让他听；当花卉虫咬时，得尽快除虫；当花卉没营养时，得尽快施肥才行。	i10058	4,7
11601	16	虞美人花	[5E0B08]虞美人花[-]原名丽春花，系罂粟科一、二年生宿根草本。全体有茸毛和乳汁；叶如筒蒿，花期4—5月，有大红、桃红、红紫、纯紫、纯白等色，一本数十花，艳丽可玩；实如莲房，种子细小数以千计。	DevelopQ_0010	4,7
11602	16	仙人掌花	[5E0B08]仙人掌花[-]的花期不一定，花都开在多刺的茎上。	DevelopQ_0011	4,7
11603	16	含笑花	[5E0B08]含笑花[-]一种花的名字，花开放时如美人含笑不语，有着浓郁的芬芳、美丽高洁，含蓄庄重。古诗云：“自有嫣然态，风前欲笑人。涓涓朝露泣，盎盎夜生春。”	DevelopQ_0012	4,7
11604	16	牡丹花	[5E0B08]牡丹花[-]多位于洛阳，在洛阳不管是该地的气候，还是该地的土壤，对于花中富贵之称的牡丹，相当的适合。	i00228	4,7
11605	16	菊花	[5E0B08]菊花[-]淡雅宜人之花种，有花熏百草之誉。	i00229	4,7
11606	16	山茶花	[5E0B08]山茶花[-]别名曼陀罗，大理名花。有傲雪迎春之誉。	i00230	4,7
11607	16	兰花	[5E0B08]兰花[-]花中君子，时人誉其气清、色清、神清、韵清。	i00231	4,7
11608	16	火凤凰	[5E0B08]火凤凰[-]剑圣穷三十年之力种成的奇花，其疗效可拟浴火重生之能。	i00232	4,7
11609	16	醉芙蓉	[5E0B08]醉芙蓉[-]成都城花，花色一日三变，婀娜多姿，为名贵品种。	i00502	4,7
11610	16	兰花	[5E0B08]兰花[-]。	i10451	4,7
11611	16	兰花	[5E0B08]兰花[-]。	i10452	4,7
11612	16	兰花	[5E0B08]兰花[-]。	i10453	4,7
11613	16	兰花	[5E0B08]兰花[-]。	i10454	4,7
11614	16	兰花	[5E0B08]兰花[-]。	i10455	4,7
11615	16	兰花	[5E0B08]兰花[-]。	i10456	4,7
11616	16	八仙过海	这[5E0B08]八仙过海[-]，必须有深紫和淡红的花各一朵，那是铁拐李和何仙姑。要是少了这两种颜色，虽然是八花异色，那也不能算是八仙过海，而叫做[5E0B08]八宝妆[-]。虽也是名种，但比八仙过海差了一级。	i10457	4,7
11617	16	风尘三侠	三朵颜色各异的花儿长在一株上，就是风尘三侠。但风尘三侠，也有正、副品之分。凡是正品，三朵花中必须紫色者最大，那是[5E0B08]虬髯客[-]。白色者次之，那是[5E0B08]李靖[-]。红色者最娇艳而最小，那是[5E0B08]红拂女[-]。若[5E0B08]红花大过了紫花、白花，便属副品[-]。	i10458	4,7
11618	16	眼儿媚	这株白色山茶花，白瓣上有两个橄榄核儿黑斑，叫作[5E0B08]眼儿媚[-]。如果只有隐隐黑斑，那便称作[5E0B08]满月[-]了，那些黑斑，便是月中的桂枝。	i10459	4,7
11619	16	红妆素里	白瓣而洒红斑的，叫作[5E0B08]红妆素里[-]。	i10460	4,7
11620	16	抓破美人脸	白瓣而有一抹绿晕、一丝红条的，则叫作[5E0B08]抓破美人脸[-]。	i10461	4,7
11621	16	倚兰娇	如红丝多了，却又不是抓破美人脸了。那叫作[5E0B08]倚兰娇[-]，看看这株。凡是美人，自当娴静温雅，脸上偶尔抓破一条血丝，总不会自己梳装时粗鲁弄损，也不会给人抓破，只有调弄鹦鹉之时，给鸟儿抓破一条血丝，却也是情理之常。	i10462	4,7
